,X,Y,Mito,Nuc,Sex
0,60,0.9953703703703703,siI,OreAR,M
1,361,0.9981481481481481,siI,OreAR,M
2,13,0.9962962962962963,siI,OreAR,M
3,402,0.9842592592592593,siI,OreAR,M
4,58,-0.07407407407407418,siI,OreAR,M
5,394,-0.07222222222222219,siI,OreAR,M
6,141,0.125,siI,OreAR,M
7,174,0.7759259259259259,siI,OreAR,M
8,90,0.17500000000000004,siI,OreAR,M
9,400,0.8342592592592593,siI,OreAR,M
10,6,0.2768518518518519,siI,OreAR,M
11,213,0.7666666666666666,siI,OreAR,M
12,208,0.6768518518518518,siI,OreAR,M
13,29,0.7888888888888889,siI,OreAR,M
14,143,0.7953703703703704,siI,OreAR,M
15,240,0.8194444444444444,siI,OreAR,M
16,401,0.8388888888888889,siI,OreAR,M
17,372,0.662037037037037,siI,OreAR,M
18,195,0.6805555555555556,siI,OreAR,M
19,257,0.6972222222222222,siI,OreAR,M
20,305,0.6287037037037038,siI,OreAR,M
21,168,0.6861111111111111,siI,OreAR,M
22,194,0.7027777777777777,siI,OreAR,M
23,242,0.8046296296296296,siI,OreAR,M
24,237,0.7203703703703703,siI,OreAR,M
25,235,0.7583333333333333,siI,OreAR,M
26,28,0.7601851851851852,siI,OreAR,M
27,22,0.8092592592592592,siI,OreAR,M
28,308,0.8240740740740741,siI,OreAR,M
29,188,0.4537037037037037,siI,OreAR,M
30,127,0.6972222222222222,siI,OreAR,M
31,196,0.7481481481481482,siI,OreAR,M
32,334,0.7805555555555556,siI,OreAR,M
33,364,0.8037037037037037,siI,OreAR,M
34,42,0.5833333333333333,siI,OreAR,M
35,255,0.7425925925925926,siI,OreAR,M
36,292,0.7703703703703704,siI,OreAR,M
37,95,0.8787037037037038,siI,OreAR,M
38,263,0.7361111111111112,siI,OreAR,M
39,327,0.7444444444444445,siI,OreAR,M
40,368,0.7546296296296297,siI,OreAR,M
41,240,0.7601851851851852,siI,OreAR,M
42,384,0.55,siI,OreAR,M
43,310,0.7981481481481482,siI,OreAR,M
44,232,0.4990740740740741,siI,OreAR,M
45,246,0.7824074074074074,siI,OreAR,M
46,200,0.6231481481481482,siI,OreAR,M
47,247,0.7055555555555555,siI,OreAR,M
48,22,0.812962962962963,siI,OreAR,M
49,82,0.5805555555555555,siI,OreAR,M
50,134,0.5851851851851853,siI,OreAR,M
51,19,0.6101851851851852,siI,OreAR,M
52,187,0.7546296296296297,siI,OreAR,M
53,325,0.8064814814814815,siI,OreAR,M
54,306,0.8101851851851851,siI,OreAR,M
55,53,0.662962962962963,siI,OreAR,M
56,402,0.7407407407407407,siI,OreAR,M
57,81,0.7620370370370371,siI,OreAR,M
58,123,0.7796296296296297,siI,OreAR,M
59,33,0.6462962962962964,siI,OreAR,M
60,355,0.712962962962963,siI,OreAR,M
61,244,0.775,siI,OreAR,M
62,145,0.6888888888888889,siI,OreAR,M
63,391,0.7546296296296297,siI,OreAR,M
64,66,0.7638888888888888,siI,OreAR,M
65,290,0.7231481481481481,siI,OreAR,M
66,91,0.6805555555555556,siI,OreAR,M
67,73,0.7074074074074075,siI,OreAR,M
68,64,0.7259259259259259,siI,OreAR,M
69,320,0.7546296296296297,siI,OreAR,M
0,87,0.9972222222222222,siI,OreAC,F
1,380,1.0,siI,OreAC,F
2,50,-0.03425925925925921,siI,OreAC,F
3,410,0.7703703703703704,siI,OreAC,F
4,362,0.14814814814814814,siI,OreAC,F
5,192,0.15555555555555556,siI,OreAC,F
6,331,0.20370370370370372,siI,OreAC,F
7,381,0.8009259259259259,siI,OreAC,F
8,407,0.5675925925925926,siI,OreAC,F
9,395,0.8203703703703704,siI,OreAC,F
10,394,0.8277777777777777,siI,OreAC,F
11,134,0.2055555555555556,siI,OreAC,F
12,166,0.29166666666666663,siI,OreAC,F
13,302,0.8296296296296296,siI,OreAC,F
14,313,0.4120370370370371,siI,OreAC,F
15,382,0.6666666666666667,siI,OreAC,F
16,192,0.4472222222222222,siI,OreAC,F
17,312,0.6324074074074074,siI,OreAC,F
18,352,0.6972222222222222,siI,OreAC,F
19,384,0.8101851851851851,siI,OreAC,F
20,387,0.8611111111111112,siI,OreAC,F
21,215,0.46018518518518514,siI,OreAC,F
22,191,0.5777777777777777,siI,OreAC,F
23,161,0.3675925925925926,siI,OreAC,F
24,53,0.7407407407407407,siI,OreAC,F
25,262,0.7768518518518519,siI,OreAC,F
26,326,0.6638888888888889,siI,OreAC,F
27,153,0.6712962962962963,siI,OreAC,F
28,156,0.7203703703703703,siI,OreAC,F
29,300,0.8731481481481481,siI,OreAC,F
30,200,0.5861111111111111,siI,OreAC,F
31,341,0.7796296296296297,siI,OreAC,F
32,28,0.399074074074074,siI,OreAC,F
