,X,Y,Mito,Nuc,Sex
0,23,0.07948243992606285,sm21,OreAR,M
1,138,0.30591497227356745,sm21,OreAR,M
2,392,-0.055452865064695045,sm21,OreAR,M
3,132,0.9944547134935305,sm21,OreAR,M
4,338,0.811460258780037,sm21,OreAR,M
5,373,0.8576709796672828,sm21,OreAR,M
6,227,0.844731977818854,sm21,OreAR,M
7,389,0.9353049907578558,sm21,OreAR,M
8,202,0.466728280961183,sm21,OreAR,M
9,286,0.8253234750462107,sm21,OreAR,M
10,16,0.8807763401109058,sm21,OreAR,M
11,64,0.7717190388170055,sm21,OreAR,M
12,370,0.8465804066543439,sm21,OreAR,M
13,17,0.8438077634011091,sm21,OreAR,M
14,10,0.8770794824399261,sm21,OreAR,M
15,325,0.6524953789279113,sm21,OreAR,M
16,311,0.8170055452865065,sm21,OreAR,M
17,86,0.8188539741219963,sm21,OreAR,M
18,247,0.756007393715342,sm21,OreAR,M
19,15,0.8844731977818854,sm21,OreAR,M
20,301,0.8964879852125693,sm21,OreAR,M
21,63,0.7384473197781886,sm21,OreAR,M
22,306,0.8068391866913124,sm21,OreAR,M
23,121,0.8160813308687616,sm21,OreAR,M
24,264,0.6016635859519408,sm21,OreAR,M
25,21,0.8622920517560074,sm21,OreAR,M
26,11,0.9584103512014788,sm21,OreAR,M
27,371,0.6756007393715342,sm21,OreAR,M
28,63,0.8317929759704251,sm21,OreAR,M
29,110,0.9038817005545287,sm21,OreAR,M
30,240,0.8022181146025877,sm21,OreAR,M
31,191,0.8317929759704251,sm21,OreAR,M
32,144,0.8465804066543439,sm21,OreAR,M
33,305,0.7624768946395564,sm21,OreAR,M
34,220,0.8059149722735675,sm21,OreAR,M
35,318,0.8826247689463955,sm21,OreAR,M
36,271,0.7615526802218114,sm21,OreAR,M
37,319,0.8160813308687616,sm21,OreAR,M
38,365,0.8207024029574861,sm21,OreAR,M
39,295,0.4898336414048059,sm21,OreAR,M
40,235,0.8086876155268022,sm21,OreAR,M
41,110,0.8142329020332717,sm21,OreAR,M
42,52,0.9214417744916821,sm21,OreAR,M
43,258,0.7504621072088724,sm21,OreAR,M
44,13,0.8188539741219963,sm21,OreAR,M
45,18,0.8373382624768946,sm21,OreAR,M
46,82,0.7929759704251387,sm21,OreAR,M
47,258,0.8354898336414048,sm21,OreAR,M
48,133,0.8410351201478743,sm21,OreAR,M
49,283,0.8733826247689465,sm21,OreAR,M
50,158,0.8086876155268022,sm21,OreAR,M
51,175,0.8687615526802218,sm21,OreAR,M
52,152,0.8022181146025877,sm21,OreAR,M
53,113,0.9371534195933456,sm21,OreAR,M
54,95,0.6959334565619224,sm21,OreAR,M
55,68,0.7624768946395564,sm21,OreAR,M
56,14,0.8687615526802218,sm21,OreAR,M
57,189,0.7338262476894639,sm21,OreAR,M
58,13,0.9048059149722736,sm21,OreAR,M
59,8,0.6700554528650646,sm21,OreAR,M
0,375,0.8770794824399261,ZH42,375BR,F
1,158,-0.060998151571164616,ZH42,375BR,F
2,26,0.9648798521256932,ZH42,375BR,F
3,371,0.878003696857671,ZH42,375BR,F
4,395,0.8872458410351202,ZH42,375BR,F
5,75,1.0,ZH42,375BR,F
6,393,0.8696857670979667,ZH42,375BR,F
7,387,0.9454713493530499,ZH42,375BR,F
8,397,0.9704251386321626,ZH42,375BR,F
9,56,0.9214417744916821,ZH42,375BR,F
10,366,0.8909426987060998,ZH42,375BR,F
11,394,0.9057301293900185,ZH42,375BR,F
12,390,0.9842883548983364,ZH42,375BR,F
13,170,0.8179297597042514,ZH42,375BR,F
14,74,0.944547134935305,ZH42,375BR,F
15,362,0.6931608133086876,ZH42,375BR,F
16,121,0.8243992606284658,ZH42,375BR,F
17,59,0.8096118299445472,ZH42,375BR,F
18,322,0.810536044362292,ZH42,375BR,F
19,356,0.6977818853974123,ZH42,375BR,F
20,180,0.8160813308687616,ZH42,375BR,F
21,190,0.8678373382624769,ZH42,375BR,F
22,58,0.9140480591497228,ZH42,375BR,F
23,183,0.5582255083179297,ZH42,375BR,F
24,138,0.7735674676524954,ZH42,375BR,F
25,9,0.8133086876155268,ZH42,375BR,F
26,361,0.9029574861367837,ZH42,375BR,F
27,151,0.8086876155268022,ZH42,375BR,F
28,9,0.8253234750462107,ZH42,375BR,F
29,375,0.8696857670979667,ZH42,375BR,F
30,10,0.5924214417744917,ZH42,375BR,F
31,116,0.8179297597042514,ZH42,375BR,F
32,371,0.8863216266173752,ZH42,375BR,F
33,180,0.9399260628465804,ZH42,375BR,F
34,315,0.8262476894639557,ZH42,375BR,F
35,77,0.8484288354898336,ZH42,375BR,F
36,167,0.8493530499075785,ZH42,375BR,F
37,238,0.8650646950092422,ZH42,375BR,F
38,127,0.8826247689463955,ZH42,375BR,F
39,322,0.890018484288355,ZH42,375BR,F
40,262,0.9020332717190388,ZH42,375BR,F
41,82,0.7911275415896488,ZH42,375BR,F
42,204,0.8391866913123844,ZH42,375BR,F
43,310,0.9140480591497228,ZH42,375BR,F
44,8,0.7199630314232902,ZH42,375BR,F
45,163,0.7458410351201479,ZH42,375BR,F
46,39,0.865988909426987,ZH42,375BR,F
47,157,0.8946395563770795,ZH42,375BR,F
48,158,0.4463955637707948,ZH42,375BR,F
49,139,0.7245841035120149,ZH42,375BR,F
50,33,0.7698706099815157,ZH42,375BR,F
51,178,0.8022181146025877,ZH42,375BR,F
52,79,0.7070240295748613,ZH42,375BR,F
53,350,0.8142329020332717,ZH42,375BR,F
54,42,0.9842883548983364,ZH42,375BR,F
55,156,0.7634011090573013,ZH42,375BR,F
56,38,0.8502772643253235,ZH42,375BR,F
57,360,0.878003696857671,ZH42,375BR,F
58,262,0.47134935304990755,ZH42,375BR,F
59,125,0.7070240295748613,ZH42,375BR,F
60,131,0.7837338262476895,ZH42,375BR,F
61,52,0.4768946395563771,ZH42,375BR,F
62,194,0.7828096118299446,ZH42,375BR,F
63,113,0.6598890942698706,ZH42,375BR,F
0,46,0.9944547134935305,ZH42,375BC,M
1,201,-0.05914972273567476,ZH42,375BC,M
2,28,-0.055452865064695045,ZH42,375BC,M
3,231,0.833641404805915,ZH42,375BC,M
4,242,0.9297597042513863,ZH42,375BC,M
5,307,0.9048059149722736,ZH42,375BC,M
6,273,0.9648798521256932,ZH42,375BC,M
7,7,0.9815157116451017,ZH42,375BC,M
8,400,0.9584103512014788,ZH42,375BC,M
9,11,0.8123844731977818,ZH42,375BC,M
10,339,0.8826247689463955,ZH42,375BC,M
11,372,0.9094269870609981,ZH42,375BC,M
12,123,0.9750462107208873,ZH42,375BC,M
13,4,0.9168207024029575,ZH42,375BC,M
14,224,0.9658040665434381,ZH42,375BC,M
15,191,0.8641404805914972,ZH42,375BC,M
16,110,0.9177449168207024,ZH42,375BC,M
17,328,0.18761552680221816,ZH42,375BC,M
18,93,0.7911275415896488,ZH42,375BC,M
19,149,0.7670979667282809,ZH42,375BC,M
20,359,0.8382624768946396,ZH42,375BC,M
21,168,0.8853974121996303,ZH42,375BC,M
22,380,0.9011090573012939,ZH42,375BC,M
23,188,0.9020332717190388,ZH42,375BC,M
24,350,0.9057301293900185,ZH42,375BC,M
25,321,0.9057301293900185,ZH42,375BC,M
26,147,0.9343807763401109,ZH42,375BC,M
27,334,0.9482439926062847,ZH42,375BC,M
28,61,0.8428835489833642,ZH42,375BC,M
29,284,0.8955637707948244,ZH42,375BC,M
30,81,0.9325323475046211,ZH42,375BC,M
31,37,0.8253234750462107,ZH42,375BC,M
32,159,0.9232902033271719,ZH42,375BC,M
33,74,0.8881700554528651,ZH42,375BC,M
34,5,0.9593345656192237,ZH42,375BC,M
35,98,0.7079482439926064,ZH42,375BC,M
36,2,0.9537892791127541,ZH42,375BC,M
37,386,0.8761552680221811,ZH42,375BC,M
38,7,0.8807763401109058,ZH42,375BC,M
39,78,0.8872458410351202,ZH42,375BC,M
40,69,0.8881700554528651,ZH42,375BC,M
41,140,0.9057301293900185,ZH42,375BC,M
42,305,0.8632162661737524,ZH42,375BC,M
43,59,0.9011090573012939,ZH42,375BC,M
44,274,0.9399260628465804,ZH42,375BC,M
45,114,0.9140480591497228,ZH42,375BC,M
46,351,0.8937153419593346,ZH42,375BC,M
47,310,0.7486136783733826,ZH42,375BC,M
48,58,0.9390018484288355,ZH42,375BC,M
49,196,0.8022181146025877,ZH42,375BC,M
50,50,0.865988909426987,ZH42,375BC,M
51,7,0.9232902033271719,ZH42,375BC,M
52,267,0.9371534195933456,ZH42,375BC,M
53,5,0.9121996303142329,ZH42,375BC,M
54,92,0.800369685767098,ZH42,375BC,M
55,126,0.9685767097966729,ZH42,375BC,M
56,147,0.8308687615526802,ZH42,375BC,M
57,295,0.9251386321626618,ZH42,375BC,M
58,35,0.9214417744916821,ZH42,375BC,M
59,396,0.8123844731977818,ZH42,375BC,M
60,174,0.8743068391866913,ZH42,375BC,M
0,116,-0.019408502772643166,sm21,OreAC,F
1,246,0.0406654343807763,sm21,OreAC,F
2,79,0.22458410351201474,sm21,OreAC,F
3,397,1.0,sm21,OreAC,F
4,391,0.8964879852125693,sm21,OreAC,F
5,229,0.5702402957486137,sm21,OreAC,F
6,296,0.6524953789279113,sm21,OreAC,F
7,272,0.38909426987061,sm21,OreAC,F
8,282,0.8585951940850277,sm21,OreAC,F
9,203,0.8770794824399261,sm21,OreAC,F
10,196,0.9251386321626618,sm21,OreAC,F
11,21,0.5268022181146026,sm21,OreAC,F
12,72,0.5970425138632163,sm21,OreAC,F
13,245,0.7088724584103512,sm21,OreAC,F
14,346,0.7199630314232902,sm21,OreAC,F
15,356,0.6645101663585952,sm21,OreAC,F
16,170,0.8059149722735675,sm21,OreAC,F
17,250,0.7319778188539741,sm21,OreAC,F
18,362,0.8521256931608133,sm21,OreAC,F
19,346,0.6423290203327172,sm21,OreAC,F
20,158,0.7292051756007394,sm21,OreAC,F
21,222,0.7245841035120149,sm21,OreAC,F
22,180,0.8345656192236599,sm21,OreAC,F
23,69,0.6053604436229205,sm21,OreAC,F
24,350,0.7042513863216266,sm21,OreAC,F
25,116,0.7541589648798521,sm21,OreAC,F
26,133,0.5369685767097967,sm21,OreAC,F
27,170,0.5351201478743068,sm21,OreAC,F
28,258,0.8724584103512014,sm21,OreAC,F
29,298,0.4704251386321626,sm21,OreAC,F
30,219,0.5341959334565619,sm21,OreAC,F
31,248,0.8234750462107209,sm21,OreAC,F
32,66,0.6820702402957486,sm21,OreAC,F
33,279,0.8142329020332717,sm21,OreAC,F
34,131,0.6709796672828097,sm21,OreAC,F
35,196,0.6728280961182995,sm21,OreAC,F
36,392,0.8909426987060998,sm21,OreAC,F
37,21,0.9158964879852126,sm21,OreAC,F
0,190,0.9972273567467652,Bei05,375BR,M
1,188,-0.05914972273567476,Bei05,375BR,M
2,51,0.8752310536044362,Bei05,375BR,M
3,398,1.0,Bei05,375BR,M
4,116,0.9630314232902033,Bei05,375BR,M
5,400,0.8493530499075785,Bei05,375BR,M
6,113,0.9815157116451017,Bei05,375BR,M
7,309,0.9325323475046211,Bei05,375BR,M
8,398,0.8715341959334566,Bei05,375BR,M
9,113,0.9011090573012939,Bei05,375BR,M
10,368,0.7846580406654344,Bei05,375BR,M
11,379,0.865988909426987,Bei05,375BR,M
12,386,0.8955637707948244,Bei05,375BR,M
13,112,0.865988909426987,Bei05,375BR,M
14,345,0.8290203327171903,Bei05,375BR,M
15,375,0.8632162661737524,Bei05,375BR,M
16,249,0.8835489833641405,Bei05,375BR,M
17,115,0.9658040665434381,Bei05,375BR,M
18,239,0.9362292051756007,Bei05,375BR,M
19,307,0.9306839186691312,Bei05,375BR,M
20,279,0.933456561922366,Bei05,375BR,M
21,322,0.8068391866913124,Bei05,375BR,M
22,138,0.8419593345656192,Bei05,375BR,M
23,189,0.910351201478743,Bei05,375BR,M
24,347,0.9121996303142329,Bei05,375BR,M
25,320,0.8863216266173752,Bei05,375BR,M
26,172,0.8354898336414048,Bei05,375BR,M
27,62,0.9260628465804066,Bei05,375BR,M
28,100,0.9131238447319778,Bei05,375BR,M
29,87,0.8946395563770795,Bei05,375BR,M
30,148,0.9075785582255083,Bei05,375BR,M
31,59,0.8364140480591498,Bei05,375BR,M
32,207,0.8761552680221811,Bei05,375BR,M
33,178,0.8844731977818854,Bei05,375BR,M
34,211,0.9029574861367837,Bei05,375BR,M
35,84,0.8558225508317929,Bei05,375BR,M
36,172,0.9195933456561922,Bei05,375BR,M
37,283,0.8770794824399261,Bei05,375BR,M
38,258,0.8881700554528651,Bei05,375BR,M
39,120,0.9426987060998152,Bei05,375BR,M
40,248,0.7828096118299446,Bei05,375BR,M
41,195,0.756007393715342,Bei05,375BR,M
42,136,0.933456561922366,Bei05,375BR,M
0,100,0.9916820702402958,375,375C,F
1,404,0.9279112754158965,375,375C,F
2,376,0.8160813308687616,375,375C,F
3,28,-0.05637707948243986,375,375C,F
4,166,0.7661737523105361,375,375C,F
5,318,0.8484288354898336,375,375C,F
6,372,0.822550831792976,375,375C,F
7,178,0.9380776340110906,375,375C,F
8,399,0.8133086876155268,375,375C,F
9,87,0.8955637707948244,375,375C,F
10,240,0.9519408502772644,375,375C,F
11,43,0.8521256931608133,375,375C,F
12,20,0.7948243992606285,375,375C,F
13,398,0.8585951940850277,375,375C,F
14,384,0.8364140480591498,375,375C,F
15,353,0.7393715341959335,375,375C,F
16,239,0.8012939001848429,375,375C,F
17,277,0.7966728280961183,375,375C,F
18,163,0.83271719038817,375,375C,F
19,334,0.8844731977818854,375,375C,F
20,379,0.9380776340110906,375,375C,F
21,328,0.7513863216266173,375,375C,F
22,232,0.8040665434380776,375,375C,F
23,287,0.8438077634011091,375,375C,F
24,175,0.8807763401109058,375,375C,F
25,350,0.7828096118299446,375,375C,F
26,199,0.8438077634011091,375,375C,F
27,158,0.8622920517560074,375,375C,F
28,90,0.9158964879852126,375,375C,F
29,120,0.9205175600739371,375,375C,F
30,241,0.7994454713493531,375,375C,F
31,57,0.8207024029574861,375,375C,F
32,179,0.9140480591497228,375,375C,F
33,358,0.6931608133086876,375,375C,F
34,244,0.8040665434380776,375,375C,F
35,394,0.811460258780037,375,375C,F
36,86,0.8133086876155268,375,375C,F
37,49,0.88909426987061,375,375C,F
38,390,0.8927911275415896,375,375C,F
39,250,0.7504621072088724,375,375C,F
40,267,0.7865064695009242,375,375C,F
41,16,0.8077634011090573,375,375C,F
42,152,0.8909426987060998,375,375C,F
43,266,0.7421441774491682,375,375C,F
44,200,0.8142329020332717,375,375C,F
45,85,0.8243992606284658,375,375C,F
46,379,0.9426987060998152,375,375C,F
47,221,0.844731977818854,375,375C,F
48,77,0.8761552680221811,375,375C,F
49,371,0.8844731977818854,375,375C,F
50,91,0.9722735674676525,375,375C,F
51,68,0.5748613678373382,375,375C,F
52,11,0.755083179297597,375,375C,F
53,254,0.8179297597042514,375,375C,F
