,X,Y,Mito,Nuc,Sex
0,372,0.8657556270096463,sm21,OreAR,M
1,347,0.7781350482315113,sm21,OreAR,M
2,382,0.8287781350482315,sm21,OreAR,M
3,397,0.909967845659164,sm21,OreAR,M
4,63,0.09405144694533762,sm21,OreAR,M
5,228,0.887459807073955,sm21,OreAR,M
6,405,0.9163987138263665,sm21,OreAR,M
7,265,0.9790996784565916,sm21,OreAR,M
8,270,0.817524115755627,sm21,OreAR,M
9,377,0.8327974276527331,sm21,OreAR,M
10,390,0.8464630225080386,sm21,OreAR,M
11,32,0.9172025723472669,sm21,OreAR,M
12,264,0.8440514469453376,sm21,OreAR,M
13,258,0.8512861736334405,sm21,OreAR,M
14,303,0.8794212218649518,sm21,OreAR,M
15,397,0.9163987138263665,sm21,OreAR,M
16,223,0.659967845659164,sm21,OreAR,M
17,332,0.8183279742765274,sm21,OreAR,M
18,386,1.0,sm21,OreAR,M
19,128,0.8336012861736335,sm21,OreAR,M
20,72,0.8641479099678456,sm21,OreAR,M
21,39,0.8697749196141479,sm21,OreAR,M
22,385,0.9485530546623794,sm21,OreAR,M
23,352,0.819935691318328,sm21,OreAR,M
24,180,0.8729903536977492,sm21,OreAR,M
25,19,0.8754019292604501,sm21,OreAR,M
26,320,0.8979099678456591,sm21,OreAR,M
27,287,0.9541800643086816,sm21,OreAR,M
28,30,0.957395498392283,sm21,OreAR,M
29,325,0.7853697749196141,sm21,OreAR,M
30,127,0.8504823151125402,sm21,OreAR,M
31,321,0.9003215434083601,sm21,OreAR,M
32,333,0.8303858520900321,sm21,OreAR,M
33,363,0.8352090032154341,sm21,OreAR,M
34,272,0.8754019292604501,sm21,OreAR,M
35,156,0.8609324758842444,sm21,OreAR,M
36,23,0.9855305466237942,sm21,OreAR,M
37,234,0.9083601286173634,sm21,OreAR,M
38,327,0.9147909967845659,sm21,OreAR,M
39,247,0.770096463022508,sm21,OreAR,M
40,314,0.8641479099678456,sm21,OreAR,M
41,378,0.9083601286173634,sm21,OreAR,M
42,195,0.8279742765273312,sm21,OreAR,M
43,367,0.8890675241157556,sm21,OreAR,M
44,60,0.5795819935691318,sm21,OreAR,M
45,158,0.8183279742765274,sm21,OreAR,M
46,223,0.8545016077170418,sm21,OreAR,M
47,301,0.7909967845659164,sm21,OreAR,M
48,410,0.8593247588424437,sm21,OreAR,M
49,175,0.8384244372990354,sm21,OreAR,M
50,253,0.8512861736334405,sm21,OreAR,M
51,190,0.8319935691318328,sm21,OreAR,M
52,349,0.844855305466238,sm21,OreAR,M
53,343,0.8810289389067524,sm21,OreAR,M
54,127,0.7331189710610932,sm21,OreAR,M
55,186,1.0,sm21,OreAR,M
56,279,0.8464630225080386,sm21,OreAR,M
57,111,0.7347266881028939,sm21,OreAR,M
58,106,0.8512861736334405,sm21,OreAR,M
59,217,1.0,sm21,OreAR,M
60,174,0.7516077170418006,sm21,OreAR,M
61,317,0.842443729903537,sm21,OreAR,M
62,18,0.6881028938906752,sm21,OreAR,M
63,345,0.7845659163987138,sm21,OreAR,M
64,400,0.862540192926045,sm21,OreAR,M
65,13,0.6752411575562701,sm21,OreAR,M
66,41,0.8890675241157556,sm21,OreAR,M
